allegiance,death_no,episode,killer,killers_house,location,method,name,season
House Lannister,1910,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1911,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1912,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1913,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1914,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1915,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1916,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1917,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1918,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1919,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1920,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1921,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1922,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1923,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1924,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1925,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1926,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1927,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1928,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1929,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1930,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1931,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1932,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1933,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1934,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1935,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1936,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1937,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1938,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1939,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1941,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1942,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2054,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2055,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2056,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2057,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2058,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2059,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2060,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2061,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,2223,5,Daenerys Targaryen,House Targaryen,King's Landing,Rubble,Cersei Lannister,8
House Lannister,2222,5,Daenerys Targaryen,House Targaryen,King's Landing,Rubble,Jaime Lannister,8
House Lannister,1780,5,Grey Worm,House Targaryen,King's Landing,Spear,Harry Strickland,8
House Lannister,2031,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2034,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2040,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2041,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2042,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2043,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2044,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2045,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2050,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2051,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2052,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2053,5,Grey Worm,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Lannister,2140,5,Unsullied,House Targaryen,King's Landing,Spear,Lannister soldier,8
House Targaryen,1380,5,Daenerys Targaryen,House Targaryen,Dragonstone,Dragonfire (Dragon),Varys,8
None,1940,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1943,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1944,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1945,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1946,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1947,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1948,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1949,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1950,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1951,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1952,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1953,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1954,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1955,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1956,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1957,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1958,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1959,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1960,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1961,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1962,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1963,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1964,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1965,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1966,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1967,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1968,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1969,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1970,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1971,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1972,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1973,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1974,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1975,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1976,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1977,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1978,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1979,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1980,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1981,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1982,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1983,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1984,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1985,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1986,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1987,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1988,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1989,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1990,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1991,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1992,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1993,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1994,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1995,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1996,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1997,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1998,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,1999,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2000,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2001,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2002,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2003,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2004,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2005,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2006,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2007,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2008,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2009,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2010,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2011,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2012,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2013,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2014,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2015,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2016,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2017,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2018,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2019,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2020,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2021,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2022,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2023,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2024,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2025,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2026,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2027,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2028,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2029,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2030,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2062,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2063,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2064,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2065,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2066,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2067,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2068,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2069,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
None,2070,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),King's Landing Citizen,8
